story,coin_fail,stock_fail,gambling_fail,over_consuming,real_estate_investment,job_problem,crime_damage,health_problem,family_problem,business_fail
"처음엔 유망한 기술주에 투자해서 꽤 괜찮은 수익을 냈어요. 그런데 욕심이 생겨서 주식에 더 많은 돈을 투자하게 되었죠. 하지만 몇 달 후 갑작스러운 회사 내부 문제로 주가가 급락했고, 저는 그 돈을 회복하지 못했어요. 지금은 남은 빚을 갚기 위해 여러 곳에서 대출을 알아보고 있습니다.",0,1,0,0,0,0,0,0,0.0,0
"결혼을 앞두고 결혼 자금을 마련하기 위해 주식에 투자했어요. 처음에는 소소하게 수익을 보고 있었지만, 결혼 자금을 빠르게 모으고 싶다는 욕심이 생겨 위험한 종목에도 손을 대기 시작했어요. 결국 결혼식 전 주가가 급락했고, 결혼 준비를 다시 해야 할 만큼 큰 타격을 받았습니다.",0,1,0,0,0,0,0,0,0.0,0
"몇 년 전, 제가 일하던 회사에서 대규모 구조조정이 이루어졌어요. 그때 받은 퇴직금을 주식에 투자해 인생을 새로 시작하려고 했습니다. 하지만 주식 시장은 제 뜻대로 되지 않았고, 오히려 퇴직금 대부분을 잃게 되었어요. 새로운 직장을 구하지 못한 상태에서 이 손실은 너무나도 큰 타격이었어요.",0,1,0,0,0,0,0,0,0.0,0
"주식 시장이 좋을 때 모든 돈을 한꺼번에 투자했어요. 다른 사람들은 투자 시기를 잘 맞춰서 수익을 냈지만, 저는 항상 주가가 하락할 때 진입하는 바람에 손실이 계속 쌓였어요. 지금 생각하면 시장의 흐름을 제대로 읽지 못한 것이 가장 큰 실수였던 것 같아요.",0,1,0,0,0,0,0,0,0.0,0
"주식 투자를 시작하면서 가장 중요한 건 분산 투자라는 얘기를 많이 들었지만, 저는 한 종목에만 몰두했어요. 처음엔 수익을 냈지만, 그 후 주가가 급락하면서 모든 돈을 잃게 되었어요. 그때서야 분산 투자의 중요성을 깨닫게 되었지만, 이미 늦어버렸죠.",0,1,0,0,0,0,0,0,0.0,0
"저는 전업 투자자가 되겠다는 결심으로 일을 그만두고 주식 시장에 뛰어들었어요. 초기에는 나쁘지 않았지만, 점점 시장 흐름이 바뀌면서 손실이 쌓이기 시작했어요. 고정 수입이 없으니 이 손실을 만회할 방법도 없었고, 결국 가족에게까지 손을 벌려야 했어요.",0,1,0,0,0,0,0,0,0.0,0
"코로나19가 발생하면서 주식 시장이 급락했을 때, 저는 큰 기회라고 생각하고 투자했습니다. 한동안은 수익이 나서 안심했지만, 이후 경제 회복이 예상보다 늦어지면서 주가는 다시 하락했고, 저는 손실을 피할 수 없었습니다.",0,1,0,0,0,0,0,0,0.0,0
"동료들이 주식으로 돈을 벌었다는 얘기를 듣고, 저도 뒤늦게 뛰어들었어요. 하지만 그때는 이미 시장이 과열되어 있었고, 고점에서 매수한 탓에 큰 손실을 입었어요. 제 주식 계좌를 볼 때마다 후회가 됩니다.",0,1,0,0,0,0,0,0,0.0,0
"가족을 위해 조금이라도 돈을 벌어보고자 주식에 투자했어요. 처음엔 소소하게 수익을 보고 있었지만, 더 큰 수익을 바란 나머지 위험한 종목에 투자하게 되었죠. 결국 그 주식이 상장 폐지되고, 모든 돈을 잃게 되었습니다.",0,1,0,0,0,0,0,0,0.0,0
"주식 초보였던 저는 금융 뉴스에서 추천하는 종목을 무작정 따라 투자했어요. 하지만 예상과 달리 그 주식은 계속 하락했고, 손절도 하지 못한 채 모든 돈을 잃고 말았습니다. 더 공부하고 신중하게 접근했어야 한다는 걸 이제야 깨달았습니다.",0,1,0,0,0,0,0,0,0.0,0
"주식 투자로 인생 역전을 꿈꾸며 모든 돈을 한꺼번에 넣었어요. 처음엔 수익이 나서 기뻤지만, 몇 달 후 갑작스럽게 주가가 폭락하면서 모든 걸 잃었어요. 그때의 충격은 정말 말로 표현할 수 없을 만큼 컸습니다.",0,1,0,0,0,0,0,0,0.0,0
"아이들 교육비를 마련하기 위해 주식에 투자했어요. 그런데 회사의 악재 소식이 전해지면서 주가가 급락했고, 저는 손해를 보고 매도해야만 했어요. 지금도 그 손실을 어떻게 회복해야 할지 막막하기만 합니다.",0,1,0,0,0,0,0,0,0.0,0
"저는 몇 년 전 주식 투자를 시작했습니다. 처음엔 잘 나가다가, 최근 몇 년간 주가가 계속 하락하면서 거의 모든 자산을 잃었어요. 문제는 제가 이 과정에서 가족의 돈까지 빌려 투자했다는 거예요. 가족에게 그 사실을 말할 용기가 나지 않아서, 혼자서 모든 빚을 감당해야 한다는 스트레스에 시달리고 있습니다. 더 이상 버티기 힘듭니다.",0,1,0,0,0,0,0,0,1.0,0
"처음엔 주식으로 작은 수익을 보다가, 그 돈을 소비하는 게 습관이 되었어요. 그 후 계속 주식에 더 큰 돈을 투자했지만 손실만 키웠고, 빚을 내서라도 생활비를 메꾸며 과소비를 했습니다. 주식도 실패하고, 생활비도 감당할 수 없게 되니 회생을 신청하는 것 외에는 방법이 없다고 생각합니다.",0,1,0,1,0,0,0,0,0.0,0
"저는 작은 사업을 운영하며 여윳돈을 주식에 투자했습니다. 사업이 잘되지 않아서 그나마 주식에서 수익을 내려고 했지만, 예상과는 다르게 시장이 계속 하락했어요. 주식에서 실패한 것도 큰 타격이지만, 사업 자금까지 모두 날려버리게 되어 더 이상 감당할 수 없는 상황입니다.",0,1,0,0,0,0,0,0,0.0,1
"주식 투자로 큰 손실을 본 것도 힘들었는데, 한때 믿었던 투자 전문가에게 사기를 당한 것이 가장 큰 문제입니다. 그 사람이 추천한 주식에 모든 돈을 쏟아부었지만, 알고 보니 사기였고, 그 돈을 회복할 방법도 없었어요. 주식 실패와 사기 피해로 인해 너무나도 큰 빚을 지고 있습니다.",0,1,0,0,0,0,1,0,0.0,0
"제가 건강이 좋지 않아 몇 년 동안 병원에 다녔습니다. 병원비를 충당하기 위해 주식 투자를 시작했지만, 손실만 더해졌습니다. 건강 문제로 일도 하지 못하는 상황에서 주식 투자로 모든 돈을 잃게 되었어요. 빚을 갚을 방법이 없고, 병원비는 계속 쌓이고 있습니다.",0,1,0,0,0,0,0,1,0.0,0
"주식으로 인생을 바꿔보겠다는 마음에 모든 돈을 주식에 넣었지만, 결과는 참담했습니다. 문제는 제가 가족 몰래 빚을 내어 주식에 투자했다는 점입니다. 이제 가족에게도 말할 수 없고, 빚만 남은 상황입니다. 가족 문제와 함께 경제적으로도 너무 힘듭니다.",0,1,0,0,0,0,0,0,1.0,0
"처음엔 주식으로 꽤 괜찮은 수익을 봤어요. 그 돈으로 생활 수준도 높였지만, 주식시장이 하락하면서 다시 투자한 돈을 모두 잃게 되었어요. 문제는 그간 과소비한 탓에 빚만 쌓이고 있다는 겁니다. 주식과 소비, 두 가지 문제로 인해 더 이상 감당할 수 없는 상황입니다.",0,1,0,1,0,0,0,0,0.0,0
"몇 년 동안 작은 카페를 운영하며 모은 돈으로 주식에 투자했습니다. 사업에서 수익이 나지 않다 보니 주식에서 수익을 내려고 했지만, 주가가 계속 하락하면서 투자금을 모두 잃었어요. 결국 사업도 주식도 실패하게 되어, 더 이상 버틸 여력이 없습니다.",0,1,0,0,0,0,0,0,0.0,1
"최근 건강이 나빠져 병원 치료를 계속 받아야 했습니다. 의료비를 감당하기 위해 주식에 투자했지만, 오히려 큰 손실만 보게 되었어요. 건강 문제와 경제적 어려움이 겹치면서 더 이상 혼자서 이 상황을 해결할 수 없을 것 같습니다.",0,1,0,0,0,0,0,1,0.0,0
"주식 시장에서 큰 손실을 본 것도 모자라, 최근에는 사기를 당했습니다. 지인으로부터 주식 정보를 받아 투자를 했는데, 알고 보니 그것은 사기였어요. 주식에서 잃은 돈과 사기로 인해 생긴 손실까지 감당할 수 없어, 회생을 신청해야 할 상황입니다.",0,1,0,0,0,0,1,0,0.0,0
"몇 년 전부터 주식 투자를 시작했어요. 처음엔 잘됐지만, 주가가 계속 하락하면서 결국 큰 손실을 보게 되었어요. 문제는 제가 이혼 위기에 처해 있다는 거예요. 주식 손실로 인해 가정이 파탄 나게 생겼습니다. 경제적으로도, 정신적으로도 너무 힘듭니다.",0,1,0,0,0,0,0,0,1.0,0
"저는 소규모 사업을 운영하며 주식으로 추가 수익을 올리고자 했습니다. 하지만 사업은 계속 적자를 보고, 주식에서도 손실이 발생해 이제는 모든 돈을 잃었어요. 사업도 유지할 수 없게 되었고, 남은 것은 빚뿐입니다.",0,1,0,0,0,0,0,0,0.0,1
"주식에서 번 돈으로 생활 수준을 높였는데, 이후 주식 시장이 급락하면서 모든 돈을 잃었어요. 문제는 그동안 과소비를 했다는 점이에요. 이제는 주식 손실과 과소비로 인한 빚을 감당할 수 없어 회생을 신청하려고 합니다.",0,1,0,1,0,0,0,0,0.0,0
"몇 년 전, 주식 투자로 큰 손실을 본 후 회복을 위해 더 큰 투자를 하다가 사기를 당했습니다. 누군가에게 속아 투자했는데, 그 사람이 돈을 가지고 도망갔어요. 주식도 잃고, 사기로 인한 손실까지 겹치면서 더 이상 감당할 수 없습니다.",0,1,0,0,0,0,1,0,0.0,0
"몇 년 전부터 주식 투자를 했지만, 최근 건강 문제로 인해 큰 손실을 보게 되었어요. 병원비를 충당하려고 추가로 투자했지만, 오히려 상황은 악화되었고, 이제는 건강과 빚 모두 해결할 방법이 없습니다.",0,1,0,0,0,0,0,1,0.0,0
"가족에게는 비밀로 하고 가상화폐에 투자했습니다. 초반에는 수익을 조금 봤지만, 그 후로 계속해서 시장이 하락하면서 손실이 커졌습니다. 문제는 제가 이 과정에서 가족의 돈을 몰래 사용했다는 점이에요. 이제는 가족에게 사실을 털어놓기도 어렵고, 빚이 감당이 되지 않아요.",1,0,0,0,0,0,0,0,1.0,0
"가상화폐에서 벌었던 돈으로 생활 수준을 높였어요. 그러다 코인 값이 폭락하면서 모든 자산을 잃게 되었죠. 문제는 그동안 과소비를 너무 많이 했고, 이미 생활비도 감당하지 못할 정도로 빚이 쌓였어요. 이제는 주식뿐 아니라 생활비까지 감당할 수 없는 상황이에요.",1,0,0,1,0,0,0,0,0.0,0
"가게를 운영하며 가상화폐로 추가 수익을 기대했어요. 사업이 잘되지 않아 코인에서 수익을 내려고 했지만, 갑작스럽게 시장이 폭락하면서 모든 돈을 잃었어요. 사업도 부진하고, 코인 투자에서도 손실을 봐서 더 이상 버틸 수 없는 상황입니다.",1,0,0,0,0,0,0,0,0.0,1
"한때 믿었던 지인의 권유로 가상화폐에 투자했습니다. 처음엔 괜찮았지만, 그 지인이 소개한 투자 정보가 사실 사기였다는 걸 나중에야 알게 되었어요. 투자금은 다 사라졌고, 사기를 당한 돈까지 모두 잃게 되었습니다. 회복할 방법이 없습니다.",1,0,0,0,0,0,1,0,0.0,0
"건강 문제로 일을 하지 못하게 되어 가상화폐에 투자했어요. 수익을 내서 병원비를 충당하려고 했지만, 오히려 모든 돈을 잃게 되었어요. 건강도 나빠지고, 빚은 계속 늘어나고 있습니다. 이제는 회생이 필요합니다.",1,0,0,0,0,0,0,1,0.0,0
"가족과의 관계가 좋지 않은 상황에서, 코인 투자에 집중했어요. 가족들에게 알리지 않고 대출을 받아 투자했는데, 코인 시장이 급락하면서 모든 돈을 잃었어요. 이제 가족 문제도 해결하지 못하고, 빚만 남은 상황입니다.",1,0,0,0,0,0,0,0,1.0,0
"처음엔 가상화폐에서 수익이 나면서 큰돈을 벌었어요. 하지만 그 돈을 다 쓰고도 부족해 더 큰 투자를 하다가, 결국 코인 시장이 무너졌어요. 문제는 그동안 과소비를 하며 지출한 돈도 갚지 못하는 상황입니다. 이제는 모든 게 무너졌습니다.",1,0,0,1,0,0,0,0,0.0,0
"카페를 운영하며 여윳돈으로 가상화폐에 투자했어요. 하지만 사업이 점점 어려워지면서 코인에서라도 수익을 내야 했지만, 코인 가격이 폭락해 모든 자산을 잃었습니다. 이제 사업도 접어야 할 위기이고, 빚만 남았습니다.",1,0,0,0,0,0,0,0,0.0,1
"최근 건강이 나빠져 병원비를 충당하기 위해 가상화폐에 투자했지만, 예상과는 다르게 시장이 급락했어요. 병원비는 물론, 생활비조차 감당할 수 없게 되어 회생 신청을 고민 중입니다.",1,0,0,0,0,0,0,1,0.0,0
"코인 투자로 큰 손실을 본 것도 모자라, 최근에는 사기까지 당했습니다. 한 투자 커뮤니티에서 알게 된 사람이 좋은 코인 정보를 준다며 저를 속였고, 그 돈을 모두 잃었어요. 이제는 손실과 사기로 인한 빚을 감당할 수 없습니다.",1,0,0,0,0,0,1,0,0.0,0
"코인 투자를 하면서 가족과 갈등이 심해졌어요. 가족 몰래 대출을 받아 코인에 투자했지만, 그 대출금마저 모두 날렸습니다. 이제는 가족에게도 말할 수 없고, 경제적 어려움이 너무 큽니다.",1,0,0,0,0,0,0,0,1.0,0
"작은 사업을 운영하며 가상화폐로 수익을 내려고 했습니다. 하지만 사업은 계속 적자를 보고, 코인에서도 손실이 발생해 이제는 모든 자산을 잃었어요. 사업도 정리해야 하고, 남은 것은 빚뿐입니다.",1,0,0,0,0,0,0,0,0.0,1
"가상화폐에서 수익을 봤을 때, 저는 더 큰돈을 벌 수 있다고 생각했어요. 그 돈으로 많은 것을 사고, 생활 수준을 올렸지만, 결국 코인이 폭락하면서 손실을 보게 되었어요. 문제는 이미 너무 많은 빚이 쌓였다는 점입니다.",1,0,0,1,0,0,0,0,0.0,0
"코인 투자를 통해 큰돈을 벌겠다는 생각에 모든 자산을 투자했지만, 그 자산을 모두 사기로 잃었어요. 한 사람의 말만 믿고 투자했는데, 그가 돈을 가지고 사라졌습니다. 이제는 사기로 인한 손실과 빚만 남았습니다.",1,0,0,0,0,0,1,0,0.0,0
"건강 문제로 인해 수입이 없어진 상황에서 가상화폐에 투자했어요. 하지만 코인 가격이 급락하면서 모든 돈을 잃었고, 병원비는 물론 생활비도 감당하지 못하고 있습니다. 이제는 회생 절차가 필요합니다.",1,0,0,0,0,0,0,1,0.0,0
"몇 년 전, 친구들과의 모임에서 카지노 게임을 처음 접하게 되었어요. 처음엔 재미로 시작했지만, 점점 돈을 잃기 시작하면서 되돌릴 수 없는 상황이 되었습니다. 모든 돈을 잃고, 심지어 대출까지 받아서 도박을 계속했어요. 이젠 그 빚을 갚을 방법이 없습니다.",0,0,1,0,0,0,0,0,0.0,0
"처음엔 온라인 도박 사이트에서 소액으로 시작했어요. 돈을 따는 재미에 빠져 더 큰 금액을 베팅하기 시작했죠. 하지만 몇 번의 큰 패배로 인해 가진 돈을 모두 잃었고, 이제는 대출까지 받아가며 도박을 했습니다. 지금은 도박 중독으로 일상생활도 힘들어졌어요.",0,0,1,0,0,0,0,0,0.0,0
"가족 몰래 도박에 빠졌습니다. 처음엔 비밀로 시작했지만, 점점 돈이 부족해지면서 대출까지 받게 되었어요. 결국 모든 돈을 잃고 빚만 남은 상황입니다. 가족에게 말하지도 못하고, 도박에서 빠져나오기도 힘듭니다.",0,0,1,0,0,0,0,0,0.0,0
"지인 소개로 시작한 도박이 제 인생을 망치게 되었어요. 처음에는 재미로 시작했지만, 점점 더 큰 금액을 걸고 모든 돈을 잃게 되었습니다. 빚이 늘어나면서 생활비조차 충당하기 어려운 상황입니다.",0,0,1,0,0,0,0,0,0.0,0
"카지노에서 큰돈을 딸 수 있다는 기대에 빠져들었어요. 초반엔 운이 좋아 수익을 냈지만, 그 후 모든 걸 잃고 말았습니다. 특히, 대출금을 갚기 위해 계속 도박을 했지만, 결국 더 큰 빚만 남게 되었어요.",0,0,1,0,0,0,0,0,0.0,0
"처음엔 주말마다 친구들과 재미로 도박을 시작했어요. 하지만 점점 더 큰돈을 걸기 시작했고, 결국 돈을 모두 잃고 대출까지 받았습니다. 그 빚이 계속 쌓이고 있어, 지금은 도박을 끊는 것조차 힘든 상태입니다.",0,0,1,0,0,0,0,0,0.0,0
"도박으로 인해 모든 돈을 잃고 나서도 중독을 끊지 못했습니다. 빚을 갚기 위해 다시 도박을 시도했지만, 결과는 더 참담했어요. 이제는 도박에서 빠져나오고 싶지만, 이미 감당할 수 없는 빚에 눌려 있습니다.",0,0,1,0,0,0,0,0,0.0,0
"작은 돈으로 시작했던 도박이 결국 제 인생을 망쳤습니다. 점점 더 많은 돈을 걸고, 더 큰 베팅을 하면서 모든 재산을 잃게 되었어요. 이제는 집도 팔아야 할 상황이고, 빚이 너무 많아 더 이상 버틸 수 없습니다.",0,0,1,0,0,0,0,0,0.0,0
"제가 도박에 빠진 이유는 회사에서의 스트레스 때문이었습니다. 주말마다 스트레스를 풀기 위해 도박을 했고, 어느새 그 습관이 중독이 되었어요. 지금은 도박으로 인해 모든 돈을 잃고, 직장에서도 신용 문제가 생겨 해고 위기에 처해 있습니다.",0,0,1,0,0,0,0,0,0.0,0
"결혼 후에도 도박을 끊지 못하고 계속해서 돈을 쏟아부었습니다. 아내에게는 비밀로 했지만, 결국 모든 돈을 잃고 빚이 쌓이면서 가정에도 큰 문제가 생겼습니다. 이젠 가족과도 문제를 해결하기 어려운 상황이에요.",0,0,1,0,0,0,0,0,0.0,0
"친구들과 함께 시작한 도박이 이렇게 큰 문제가 될 줄 몰랐어요. 처음엔 소소하게 시작했지만, 점점 더 큰 베팅을 하며 돈을 잃었습니다. 지금은 도박에서 벗어나고 싶지만, 빚을 갚기 위해 계속 도박을 하게 되는 악순환에 빠졌어요.",0,0,1,0,0,0,0,0,0.0,0
"어린 시절부터 도박에 대한 환상이 있었습니다. 결국 성인이 되고 나서 카지노에 자주 출입하게 되었고, 그 결과 모든 돈을 잃게 되었어요. 돈을 잃을 때마다 더 큰돈을 걸고 다시 되찾으려 했지만, 그때마다 빚만 늘어났습니다.",0,0,1,0,0,0,0,0,0.0,0
"도박에서 딴 돈으로 잠시나마 호화로운 생활을 즐겼지만, 그것도 잠시뿐이었어요. 결국 모든 돈을 잃고 빚까지 쌓이면서 이제는 다시 일상으로 돌아가기도 힘든 상황입니다.",0,0,1,0,0,0,0,0,0.0,0
"온라인 도박에 빠져들면서 모든 걸 잃게 되었어요. 쉽게 돈을 벌 수 있다는 생각에 푹 빠져 있었지만, 결국 모든 자산을 잃고, 빚만 남게 되었습니다. 가족에게도 알리지 못한 채 이 문제를 혼자 감당하고 있습니다.",0,0,1,0,0,0,0,0,0.0,0
"친구가 카지노에서 돈을 땄다는 이야기를 듣고 저도 따라갔어요. 운이 좋게도 처음엔 이익을 봤지만, 나중에는 그 모든 돈을 잃었어요. 결국 빚을 내서라도 돈을 되찾으려고 했지만, 상황은 더 나빠졌습니다.",0,0,1,0,0,0,0,0,0.0,0
"처음엔 친구들과 재미로 시작한 포커가 제 인생을 망쳤습니다. 처음에는 소액으로 게임을 했지만, 점점 더 큰 판돈을 걸고 대회를 나가기도 했어요. 승리의 기쁨에 빠져 점점 돈을 걸게 되었고, 어느새 모든 돈을 잃었어요. 특히 마지막 대회에서는 제가 가진 전 재산을 모두 잃고 대출까지 받게 되었어요. 지금은 그 대출금조차 갚을 길이 없어 회생을 신청해야 할 것 같습니다.",0,0,1,0,0,0,0,0,0.0,0
"블랙잭은 제가 도박에 빠지게 된 첫 번째 게임이었습니다. 카지노에서 승률이 높다는 말을 듣고 큰 기대를 가지고 갔는데, 초반엔 운이 좋아서 많은 돈을 벌었어요. 그러나 그 돈을 다시 잃지 않기 위해 더 많은 돈을 걸게 되었고, 결국 전부 다 잃었습니다. 빚을 내어 도박을 이어갔지만, 잃은 돈을 되찾기 위해 점점 더 큰돈을 걸면서 상황은 더 나빠졌습니다.",0,0,1,0,0,0,0,0,0.0,0
"카지노에서 룰렛을 처음 시작했을 때는 큰돈을 따면서 짜릿함을 느꼈어요. 하지만 그게 문제의 시작이었죠. 제가 모든 돈을 걸고 마지막 베팅을 했는데, 결국 실패하면서 전 재산을 잃었어요. 그 후 다시 카지노로 돌아가 빚을 내어 베팅을 했지만, 그 돈도 모두 잃게 되었습니다. 이제는 그 빚을 갚을 길이 없습니다.",0,0,1,0,0,0,0,0,0.0,0
"저는 스포츠 경기 배팅에 빠졌습니다. 처음에는 축구 경기에 소액을 걸며 재미로 시작했지만, 점점 더 큰돈을 걸게 되었어요. 어느새 경기 결과에 따라 모든 돈을 잃었고, 심지어 빚까지 내어 배팅을 이어갔습니다. 경기가 끝날 때마다 승부를 예측하려 했지만, 결국 큰 손실만 남았습니다. 이제 그 빚을 감당할 수 없게 되었습니다.",0,0,1,0,0,0,0,0,0.0,0
"처음엔 슬롯머신이 단순한 재미라고 생각했어요. 그러나 작은 돈을 계속해서 잃다 보니, 어느 순간부터 큰돈을 걸어야겠다는 생각이 들었어요. 결국 모든 돈을 걸고도 잃고, 다시 대출을 받아 더 큰 돈을 걸었지만, 이마저도 실패했습니다. 지금은 도박 중독에서 벗어나기 힘든 상황입니다.",0,0,1,0,0,0,0,0,0.0,0
"저는 텍사스 홀덤 포커에서 제법 실력이 있다고 생각했어요. 그래서 더 큰 대회에 나가게 되었는데, 그 대회에서 모든 돈을 잃고 말았습니다. 더 큰돈을 걸수록 다시 딸 수 있을 거란 생각에 점점 더 깊이 빠져들었고, 이제는 감당할 수 없는 빚만 남았습니다.",0,0,1,0,0,0,0,0,0.0,0
"카지노에서 바카라를 하면서 큰 돈을 따게 되었어요. 처음에는 운이 좋았지만, 그 후 점점 더 큰 베팅을 하게 되면서 모든 것을 잃게 되었어요. 제 재산은 물론, 빚을 내서라도 다시 카지노에 갔지만, 결국 더 큰 손실만 봤습니다.",0,0,1,0,0,0,0,0,0.0,0
